intent,text,response_template
traffic_prediction,festival zamanı,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,pazartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
alternative_route,trafik olmayan yol,Alternatif rota seçeneklerini gösterebilirim.
traffic_prediction,pazartesi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,güle güle,Güvenli yolculuklar dilerim!
traffic_prediction,cuma mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,hava durumu etkisi,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,cuma sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,iyi akşamlar,Güvenli yolculuklar dilerim!
traffic_prediction,pazartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
parking_info,park edebileceğim yer,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Kadıköy çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
weather_traffic,rüzgarlı hava,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,salı günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,görüşürüz dostum,Güvenli yolculuklar dilerim!
route_inquiry,Kadıköyden Beşiktaşa rota,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
alternative_route,alternatif güzergah,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Fatih Şişli güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancıden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Şişli güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy ile Bostancı arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköyden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş Şişli arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,mesai saatlerinde yoğunluk,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Beşiktaşden Taksimye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönüden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,okullar açık mı,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,çarşamba akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy çıkışı Bakırköy yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Anadolu yakasından Avrupa yakasına,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
travel_time,otobüs yolculuğu,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Kadıköy Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim ile Mecidiyeköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,buzlanma tehlikesi,Hava durumunun trafik etkisini analiz edebilirim.
route_inquiry,Bostancı ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selamün aleyküm,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Levent Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_status,Maslak trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_prediction,hafta sonu akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
unclear,anlamıyorum,Hangi konuda yardım istiyorsunuz?
route_inquiry,Fatihden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_status,Beşiktaş durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Bakırköy Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköyden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Leventden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü çıkışı Beşiktaş yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,Beşiktaş durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
greeting,selam robot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beylikdüzü Maltepe arası yol,Size en uygun rotayı hesaplayabilirim.
goodbye,görüşürüz dostum,Güvenli yolculuklar dilerim!
route_inquiry,Beylikdüzü Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,hoşça kal dostum,Güvenli yolculuklar dilerim!
route_inquiry,Mecidiyeköy ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selam kardeşim,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Kadıköy çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,şehir içi rota,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,cuma öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,en uygun çıkış,En iyi çıkış zamanını hesaplayabilirim.
route_inquiry,Maslak ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe Fatih arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,Mecidiyeköy durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_status,E5 üzerinde durum,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Maltepe ile Eminönü arasında rota,Size en uygun rotayı hesaplayabilirim.
travel_time,taksi ile ne kadar,Süre hesaplaması için rotanızı belirtir misiniz?
alternative_route,güvenli rota,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Maltepeden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
greeting,merhabalar,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,pazartesi akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar çıkışı Beşiktaş yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş Taksim arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdarden Bakırköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi sabahı durum,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,pazartesi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar Maltepe arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
alternative_route,hızlı alternatif,Alternatif rota seçeneklerini gösterebilirim.
alternative_route,güvenli rota,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Maslakden Taksimye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,güle güle,Güvenli yolculuklar dilerim!
route_inquiry,Maslak Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
help,ne yapabilirsin,"Trafik bilgileri, rota önerileri ve daha fazlası için buradayım."
parking_info,kapalı otopark,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,perşembe öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,karlı havada durum,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Kartal ile Eminönü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü öğle trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Levent arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
alternative_route,kestirme yol,Alternatif rota seçeneklerini gösterebilirim.
traffic_prediction,çarşamba gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslakden Mecidiyeköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,hoşça kal dostum,Güvenli yolculuklar dilerim!
parking_info,kapalı otopark,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaşden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak çıkışı Üsküdar yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Taksim yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
parking_info,açık park alanı,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,cuma sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzüden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü Üsküdar arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar Fatih arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepeden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe akşamı trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Fatihden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
unclear,ne diyorsun,Sorunuzu daha açık belirtir misiniz?
fuel_info,akaryakıt istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Maltepe çıkışı Üsküdar yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Şişli güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaş ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
goodbye,elveda,Güvenli yolculuklar dilerim!
route_inquiry,Bostancı çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_status,TEM otoyolunda trafik,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Taksimden Beylikdüzüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih ile Taksim arasında rota,Size en uygun rotayı hesaplayabilirim.
travel_time,şehir merkezine ne kadar,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,salı sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih Sultan Mehmet köprüsü güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Kadıköy Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköyden Beylikdüzüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
fuel_info,yakın benzinlik,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
traffic_prediction,pazartesi akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
parking_info,park durumu,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzüden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
greeting,hey merhaba,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
travel_time,gidip gelme süresi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Şişli ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,buzlanma tehlikesi,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,cumartesi mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih ile Şişli arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
alternative_route,farklı rota seçeneği,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Fatih çıkışı Taksim yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı Maltepe arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy ile Maslak arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönü Mecidiyeköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslakden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
goodbye,iyi geceler,Güvenli yolculuklar dilerim!
route_inquiry,Mecidiyeköyden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_status,kennedy caddesi trafik,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
best_departure_time,ne zaman yola çıkmalı,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,salı günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Şişli arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişliden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköyden Üsküdara yol,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Fatih Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Leventden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,Süre tahmini,Süre tahmini yapabilmem için hangi rotayı kullanacağınızı söyleyebilir misiniz?
route_inquiry,Boğaziçi köprüsünden geçer miyim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Taksim ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
thanks,mükemmelsin,Çok teşekkürler!
traffic_prediction,pazar gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak Eminönü arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslakden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
help,ne yapabilirsin,"Trafik bilgileri, rota önerileri ve daha fazlası için buradayım."
unclear,anlamıyorum,Hangi konuda yardım istiyorsunuz?
route_inquiry,otobüs güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,cuma sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Levent Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak Eminönü güzergahı,Size en uygun rotayı hesaplayabilirim.
fuel_info,bp benzinlik,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Maslak Mecidiyeköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,yakın benzinlik,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Kartal Mecidiyeköy arası yol,Size en uygun rotayı hesaplayabilirim.
